"","s__Bifidobacterium_adolescentis","s__Bifidobacterium_bifidum","s__Bifidobacterium_longum","s__Bifidobacterium_pseudocatenulatum","s__Collinsella_aerofaciens","s__Collinsella_intestinalis","s__Collinsella_stercoris","s__Eggerthella_lenta","s__Bacteroides_caccae","s__Bacteroides_cellulosilyticus","s__Bacteroides_dorei","s__Bacteroides_eggerthii","s__Bacteroides_faecis","s__Bacteroides_faecis_CAG_32","s__Bacteroides_finegoldii","s__Bacteroides_fragilis","s__Bacteroides_massiliensis","s__Bacteroides_ovatus","s__Bacteroides_stercoris","s__Bacteroides_thetaiotaomicron","s__Bacteroides_uniformis","s__Bacteroides_vulgatus","s__Bacteroides_xylanisolvens","s__Barnesiella_intestinihominis","s__Coprobacter_fastidiosus","s__Butyricimonas_synergistica","s__Butyricimonas_virosa","s__Odoribacter_splanchnicus","s__Paraprevotella_xylaniphila","s__Prevotella_copri","s__Alistipes_finegoldii","s__Alistipes_indistinctus","s__Alistipes_putredinis","s__Alistipes_shahii","s__Parabacteroides_distasonis","s__Parabacteroides_goldsteinii","s__Parabacteroides_merdae","s__Lactobacillus_rogosae","s__Streptococcus_parasanguinis","s__Streptococcus_salivarius","s__Streptococcus_thermophilus","s__Clostridium_bolteae_CAG_59","s__Clostridium_sp_CAG_242","s__Clostridium_sp_CAG_58","s__Hungatella_hathewayi","s__Intestinimonas_butyriciproducens","s__Lawsonibacter_asaccharolyticus","s__Monoglobus_pectinilyticus","s__Eubacterium_eligens","s__Eubacterium_hallii","s__Eubacterium_ramulus","s__Eubacterium_sp_CAG_38","s__Eubacterium_ventriosum","s__Anaerostipes_hadrus","s__Anaerotignum_lactatifermentans","s__Blautia_obeum","s__Blautia_sp_CAG_257","s__Blautia_wexlerae","s__Ruminococcus_gnavus","s__Ruminococcus_torques","s__Coprococcus_catus","s__Coprococcus_comes","s__Dorea_formicigenerans","s__Dorea_longicatena","s__Eisenbergiella_massiliensis","s__Eisenbergiella_tayi","s__Fusicatenibacter_saccharivorans","s__Clostridium_aldenense","s__Clostridium_asparagiforme","s__Clostridium_bolteae","s__Clostridium_citroniae","s__Clostridium_clostridioforme","s__Clostridium_lavalense","s__Clostridium_saccharolyticum","s__Clostridium_symbiosum","s__Lachnospira_pectinoschiza","s__Eubacterium_rectale","s__Roseburia_faecis","s__Roseburia_hominis","s__Roseburia_intestinalis","s__Roseburia_inulinivorans","s__Sellimonas_intestinalis","s__Oscillibacter_sp_57_20","s__Oscillibacter_sp_CAG_241","s__Intestinibacter_bartlettii","s__Agathobaculum_butyriciproducens","s__Anaeromassilibacillus_sp_An250","s__Anaerotruncus_colihominis","s__Faecalibacterium_prausnitzii","s__Flavonifractor_plautii","s__Gemmiger_formicilis","s__Clostridium_leptum","s__Eubacterium_siraeum","s__Ruminococcaceae_bacterium_D16","s__Ruminococcus_bicirculans","s__Ruminococcus_bromii","s__Ruminococcus_lactaris","s__Ruthenibacterium_lactatiformans","s__Dielma_fastidiosa","s__Clostridium_innocuum","s__Clostridium_spiroforme","s__Erysipelatoclostridium_ramosum","s__Holdemania_filiformis","s__Firmicutes_bacterium_CAG_83","s__Firmicutes_bacterium_CAG_94","s__Acidaminococcus_intestini","s__Phascolarctobacterium_faecium","s__Dialister_invisus","s__Veillonella_atypica","s__Veillonella_dispar","s__Veillonella_infantium","s__Veillonella_parvula","s__Veillonella_sp_T11011_6","s__Parasutterella_excrementihominis","s__Sutterella_parvirubra","s__Turicimonas_muris","s__Bilophila_wadsworthia","s__Escherichia_coli","s__Haemophilus_parainfluenzae","s__Haemophilus_sp_HMSC71H05","s__Proteobacteria_bacterium_CAG_139","s__Akkermansia_muciniphila"
"CSM7KOPW",-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,7.66035635458993,-3.50783685352567,-3.50783685352567,-3.50783685352567,12.1112449722334,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,9.42585927570553,-3.50783685352567,11.2605860053848,-3.50783685352567,12.3292359695782,13.4406430398859,13.5070825104878,13.1806054319074,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,11.4588629465846,-3.50783685352567,-3.50783685352567,9.47770056727614,7.76735159157734,-3.50783685352567,-3.50783685352567,11.1489524864635,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,8.67604641869475,-3.50783685352567,-3.50783685352567,7.10420359972025,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,8.36939138934707,8.06496942729414,-3.50783685352567,-3.50783685352567,9.67117336244185,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,8.21535764062264,6.37753764358353,-3.50783685352567,7.32999743568419,-3.50783685352567,9.14378982600376,7.32803129203356,-3.50783685352567,9.28749637016262,9.58072358802993,-3.50783685352567,-3.50783685352567,-3.50783685352567,9.23663086191393,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,11.9428341379496,10.6447607520248,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,5.80875363829317,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,9.46783694071636,-3.50783685352567,-3.50783685352567,-3.50783685352567,8.53660470355332,-3.50783685352567,10.6541747695392,-3.50783685352567,6.34598765399136,-3.50783685352567,-3.50783685352567,-3.50783685352567,-3.50783685352567,7.64269736050972,-3.50783685352567
"CSM7KOQ1",-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,9.65971807915885,-2.8822230493414,-2.8822230493414,-2.8822230493414,12.860405180009,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,9.9219743055523,-2.8822230493414,10.4471886432057,-2.8822230493414,12.2304448715839,12.4754077884306,13.7776694859461,12.191234445676,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,10.7043157562924,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,11.0219492729738,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,8.42270606406146,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,11.8833228331886,10.0256368436403,-2.8822230493414,-2.8822230493414,10.6468459996872,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,10.791033613912,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,9.42523672840338,-2.8822230493414,-2.8822230493414,9.57570110243971,12.2256807217867,-2.8822230493414,-2.8822230493414,-2.8822230493414,10.5059463551722,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,13.375585934115,8.02558442724219,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,8.12488091698429,-2.8822230493414,-2.8822230493414,-2.8822230493414,10.1564782450121,-2.8822230493414,11.4724912378822,-2.8822230493414,8.24696455214041,-2.8822230493414,-2.8822230493414,-2.8822230493414,-2.8822230493414,8.49900933227794,-2.8822230493414
"CSM7KOQX",-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,11.7133810416474,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,10.9974786240934,-3.55614817796108,-3.55614817796108,10.5958067590935,12.625220913007,10.933179431622,12.7182587598883,13.5296523899514,12.2435850002145,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,9.89144013593871,-3.55614817796108,-3.55614817796108,9.04641946425202,-3.55614817796108,11.596007095205,7.6794547026184,11.2529589083933,-3.55614817796108,10.3519333570694,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,7.10160517256256,8.07118574629321,-3.55614817796108,11.1668589563958,-3.55614817796108,-3.55614817796108,-3.55614817796108,7.95217672061358,-3.55614817796108,-3.55614817796108,6.25473054284238,-3.55614817796108,-3.55614817796108,8.24196374801154,-3.55614817796108,-3.55614817796108,6.69908720017722,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,7.70884143063544,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,11.4865235441472,10.5728956619054,-3.55614817796108,12.017911610268,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,12.3826965170795,9.09111379861136,5.76582301018629,-3.55614817796108,10.4331736602346,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,8.12094335922225,7.1748207504272,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,5.73770579424292,-3.55614817796108,-3.55614817796108,5.34235403168556,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108,-3.55614817796108
"CSM7KOR2",-4.26502604376627,-4.26502604376627,-4.26502604376627,-4.26502604376627,7.61649997157669,-4.26502604376627,-4.26502604376627,-4.26502604376627,11.4855418409915,-4.26502604376627,5.73517978764629,2.04670876538664,-4.26502604376627,-4.26502604376627,11.0716442839972,-4.26502604376627,-4.26502604376627,8.98870062763441,12.0095365452779,9.94526676321969,11.3446878281368,13.3930181177455,10.7386696464973,-4.26502604376627,-4.26502604376627,-4.26502604376627,-4.26502604376627,8.85465574138125,-4.26502604376627,-4.26502604376627,7.47663530622991,-4.26502604376627,10.7933792370425,6.47551420913176,10.6343387701798,-4.26502604376627,9.66648017567464,-4.26502604376627,-4.26502604376627,-4.26502604376627,-4.26502604376627,4.80731583005262,-4.26502604376627,-4.26502604376627,-4.26502604376627,-4.26502604376627,6.5551721524687,-4.26502604376627,8.73896137223594,-4.26502604376627,-4.26502604376627,-4.26502604376627,6.48520921785158,4.26626727202875,-4.26502604376627,4.3181421365735,-4.26502604376627,8.34578144329232,6.30374919245072,-4.26502604376627,-4.26502604376627,7.81390049403415,3.75162183329153,-4.26502604376627,3.7483171376204,-4.26502604376627,7.36087983158457,-4.26502604376627,-4.26502604376627,6.08574011969143,4.94140670337889,-4.26502604376627,5.24475203167255,-4.26502604376627,-4.26502604376627,-4.26502604376627,11.0728669032135,6.82692973593475,-4.26502604376627,8.45222516324005,-4.26502604376627,-4.26502604376627,-4.26502604376627,-4.26502604376627,-4.26502604376627,-4.26502604376627,-4.26502604376627,-4.26502604376627,9.6090184815303,9.0962928148996,-4.26502604376627,-4.26502604376627,8.81351291969746,-4.26502604376627,-4.26502604376627,-4.26502604376627,-4.26502604376627,5.89081428666805,-4.26502604376627,-4.26502604376627,-4.26502604376627,-4.26502604376627,-4.26502604376627,-4.26502604376627,-4.26502604376627,8.50605070376878,8.15869910482883,-4.26502604376627,-4.26502604376627,-4.26502604376627,-4.26502604376627,-4.26502604376627,-4.26502604376627,6.3298821998041,-4.26502604376627,-4.26502604376627,7.1370907579724,-4.26502604376627,-4.26502604376627,-4.26502604376627,-4.26502604376627,-4.26502604376627
"CSM7KORC",5.94079181432059,-5.25976263226743,4.19985676462759,-5.25976263226743,7.0719774408086,-5.25976263226743,-5.25976263226743,-5.25976263226743,-5.25976263226743,8.12767057702302,-5.25976263226743,-5.25976263226743,-5.25976263226743,-5.25976263226743,-5.25976263226743,-5.25976263226743,10.6474059167614,9.995512198154,10.4380564098658,10.0316112445733,10.1302218602114,12.2339660239893,9.50101515438331,-5.25976263226743,-5.25976263226743,4.69494071165297,4.63321993562355,-5.25976263226743,-5.25976263226743,-5.25976263226743,-5.25976263226743,4.01832984175957,-5.25976263226743,-5.25976263226743,9.59012777971147,-5.25976263226743,-5.25976263226743,-5.25976263226743,-5.25976263226743,-5.25976263226743,-5.25976263226743,-5.25976263226743,3.29684356150564,7.18540958748103,-5.25976263226743,-5.25976263226743,7.37708867934617,-5.25976263226743,4.73953497511467,3.48552185018695,-5.25976263226743,7.80015283714398,7.29361974013584,8.06201046408405,-5.25976263226743,4.28139113812114,-5.25976263226743,4.30552118546934,-5.25976263226743,5.4975230367122,3.51994865793704,-5.25976263226743,6.16357723616033,6.80676629707452,-5.25976263226743,-5.25976263226743,7.43878122056883,-5.25976263226743,-5.25976263226743,-5.25976263226743,-5.25976263226743,-5.25976263226743,2.24737844746018,-5.25976263226743,-5.25976263226743,-5.25976263226743,7.36278429739022,10.3082416540912,6.80013329010495,9.91843864982715,7.81229853840705,-5.25976263226743,7.81565797348661,-5.25976263226743,-5.25976263226743,5.18112431296972,-5.25976263226743,-5.25976263226743,10.3889789384425,7.01923979161866,-5.25976263226743,3.70735902396349,3.77157068388263,-5.25976263226743,7.30188785560554,-5.25976263226743,4.0577266552258,3.59689830474982,-5.25976263226743,-5.25976263226743,-5.25976263226743,-5.25976263226743,-5.25976263226743,-5.25976263226743,-5.25976263226743,5.33939391837215,-5.25976263226743,-5.25976263226743,6.46828227680335,5.91420150085269,2.63044558084253,4.87804577217303,-5.25976263226743,6.17812673766856,-5.25976263226743,-5.25976263226743,5.47643837188751,-5.25976263226743,6.05081406339529,-5.25976263226743,8.92999821445706,-5.25976263226743
"CSM7KORG",-5.30550525801912,-5.30550525801912,-5.30550525801912,-5.30550525801912,5.14988268085472,-5.30550525801912,-5.30550525801912,-5.30550525801912,-5.30550525801912,8.69691713859013,-5.30550525801912,-5.30550525801912,-5.30550525801912,-5.30550525801912,-5.30550525801912,5.13304188912796,9.94577792177508,7.71094411724867,10.2634277054867,9.73250374009002,9.98292931937604,12.0848215070277,9.44770951784837,-5.30550525801912,-5.30550525801912,6.50575286007343,6.16504492336843,-5.30550525801912,-5.30550525801912,-5.30550525801912,-5.30550525801912,5.78294046100151,-5.30550525801912,-5.30550525801912,8.58030624885901,-5.30550525801912,-5.30550525801912,-5.30550525801912,-5.30550525801912,-5.30550525801912,-5.30550525801912,0.870362012086646,5.64145178368791,6.00727270793116,-5.30550525801912,3.85679966491851,8.82128499546113,-5.30550525801912,-5.30550525801912,3.88473444225006,-5.30550525801912,7.19633295034328,4.36737344709153,3.30717991485634,-5.30550525801912,4.69560797330145,-5.30550525801912,-5.30550525801912,-5.30550525801912,4.80218764481097,3.03518938990596,-5.30550525801912,4.929477882425,5.27349998480713,-5.30550525801912,-5.30550525801912,6.20141219493712,-5.30550525801912,-5.30550525801912,3.37567578350257,4.21606279998386,-5.30550525801912,3.13933227120498,3.85153981689884,-5.30550525801912,-5.30550525801912,9.04206252953102,10.0162428064481,6.32787522523591,8.69968389391768,6.38373207501951,-5.30550525801912,7.39825001930087,-5.30550525801912,-5.30550525801912,2.04757666249632,-5.30550525801912,-5.30550525801912,9.4015774288912,7.81158624745611,-5.30550525801912,-5.30550525801912,6.05974352549934,-5.30550525801912,6.71923134493839,-5.30550525801912,-5.30550525801912,6.21678620870144,-5.30550525801912,-5.30550525801912,-5.30550525801912,-5.30550525801912,-5.30550525801912,-5.30550525801912,-5.30550525801912,5.85816055876651,3.77938526323965,-5.30550525801912,6.65741881342008,3.5089737419916,3.81938615212458,4.69651455058126,-5.30550525801912,5.44064801451643,-5.30550525801912,-5.30550525801912,6.21985260344411,-5.30550525801912,4.65488234164982,-5.30550525801912,8.38069470150901,8.36830462945056
"CSM7KORI",-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,11.8623321029199,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,7.59579558625538,12.3180266985038,11.0743389044961,13.0839452298394,12.9582142864908,12.4365136491654,14.1017271419114,12.4102432580675,-3.35450205916313,-3.35450205916313,8.51140855080253,8.40591609609723,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,8.01859796141573,-3.35450205916313,-3.35450205916313,11.6684814703885,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,6.01207253484369,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,7.05130504284505,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,7.66676295130212,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,8.59655574857947,9.73016152789823,6.04901737960779,9.93200362934174,6.78251492423963,-3.35450205916313,10.3691245427829,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,10.516973812291,8.35597013585746,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,7.1278715540439,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,8.89597495651053,-3.35450205916313,-3.35450205916313,5.101028471861,6.19166748557016,5.05532861392461,7.75047020496174,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,-3.35450205916313,7.09511069112592,-3.35450205916313,8.02718652164069,7.79804159993704
"CSM7KORK",5.98767881397379,-5.73955932463589,5.81153822694786,-5.73955932463589,6.22202482852925,-5.73955932463589,-5.73955932463589,3.4877364879897,-5.73955932463589,8.55474796469038,5.33967129638447,-5.73955932463589,-5.73955932463589,-5.73955932463589,-5.73955932463589,5.40333091540805,9.38489764847412,8.88174874416457,9.24018926439478,9.20633702208684,10.1781568217934,11.7196358909356,9.16736131492307,-5.73955932463589,-5.73955932463589,5.49114910731361,5.27514409013456,-5.73955932463589,-5.73955932463589,-5.73955932463589,1.56091348963191,4.53207215094212,4.06912292062632,-5.73955932463589,9.52391461187017,-5.73955932463589,2.07685765905591,-5.73955932463589,-5.73955932463589,-5.73955932463589,-5.73955932463589,-5.73955932463589,-5.73955932463589,5.47443435987107,-5.73955932463589,-5.73955932463589,7.53176012107571,-5.73955932463589,3.43629311688162,6.48155463108875,2.33477836945362,6.83676912604096,9.38997620030445,6.83732141962665,-5.73955932463589,5.7767703394679,-5.73955932463589,-5.73955932463589,-5.73955932463589,6.13662635371193,5.0901890924117,-5.73955932463589,6.11120173287765,6.67539972030153,-5.73955932463589,-5.73955932463589,7.85417050295172,-5.73955932463589,-5.73955932463589,-5.73955932463589,3.24525967124011,-5.73955932463589,-5.73955932463589,5.77876155885124,-5.73955932463589,-5.73955932463589,9.80853042259261,8.69566229291512,6.11055954542247,8.68696113913992,7.74462513260663,-5.73955932463589,6.21027177427682,-5.73955932463589,-5.73955932463589,1.98400314764208,-5.73955932463589,-5.73955932463589,8.99080933948419,7.07489478290334,-5.73955932463589,-5.73955932463589,5.0978820449799,-5.73955932463589,5.3076891377261,-5.73955932463589,4.19013189339687,4.81732055267812,-5.73955932463589,-5.73955932463589,-5.73955932463589,-5.73955932463589,-5.73955932463589,-5.73955932463589,-5.73955932463589,2.60589610352603,4.21085952258467,-5.73955932463589,-5.73955932463589,3.08673490660542,-5.73955932463589,-5.73955932463589,-5.73955932463589,4.81288838357051,-5.73955932463589,2.77583224483372,5.9126149075794,4.98461073555924,4.47071415415109,-5.73955932463589,7.90724970145989,-5.73955932463589
"CSM7KORM",-5.22366942802496,-5.22366942802496,-5.22366942802496,-5.22366942802496,-5.22366942802496,-5.22366942802496,-5.22366942802496,-5.22366942802496,9.68738906159099,-5.22366942802496,6.398836635514,7.97606416605103,-5.22366942802496,-5.22366942802496,10.302602198854,-5.22366942802496,-5.22366942802496,10.6082684548059,10.3469696363806,8.95053673097472,10.7730403172283,12.2401433772784,6.03759726367014,-5.22366942802496,-5.22366942802496,-5.22366942802496,-5.22366942802496,-5.22366942802496,-5.22366942802496,-5.22366942802496,8.68477667434558,-5.22366942802496,-5.22366942802496,-5.22366942802496,9.67101946334336,-5.22366942802496,9.32928314771447,-5.22366942802496,-5.22366942802496,-5.22366942802496,-5.22366942802496,2.81903006887268,-5.22366942802496,5.92973418727044,-5.22366942802496,-5.22366942802496,5.37374000491368,-5.22366942802496,9.88002391600879,3.80046184043007,-5.22366942802496,3.47601197296455,6.20043575214068,8.5330471439861,-5.22366942802496,4.24680194731571,3.48099868542603,7.66694094283633,-5.22366942802496,7.75637203306525,-5.22366942802496,-5.22366942802496,6.83946197651197,5.85138653172808,-5.22366942802496,-5.22366942802496,6.58640069756071,-5.22366942802496,-5.22366942802496,3.45411082803922,-5.22366942802496,-5.22366942802496,4.81045157214637,-5.22366942802496,-5.22366942802496,-5.22366942802496,7.04053532381942,8.92646236880639,7.08865783333633,6.37277883591654,1.64430498094533,-5.22366942802496,4.607838654719,-5.22366942802496,4.84027743444799,7.07699040874355,-5.22366942802496,-5.22366942802496,10.8449629372685,9.16614339875196,-5.22366942802496,-5.22366942802496,-5.22366942802496,4.97662097591227,6.13669908645647,-5.22366942802496,5.78624976223141,5.03752753320668,6.29385544344016,-5.22366942802496,1.14108132882695,-5.22366942802496,-5.22366942802496,3.18169794820902,-5.22366942802496,-5.22366942802496,-5.22366942802496,-5.22366942802496,6.06249344479567,-5.22366942802496,-5.22366942802496,6.43500869475005,-5.22366942802496,7.9624965748121,-5.22366942802496,4.96315326271925,-5.22366942802496,-5.22366942802496,4.32962214667014,2.74568831399139,4.83643718395275,-5.22366942802496
"CSM7KORO",-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,10.8635057976025,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,11.7798662709618,-3.88558162247444,-3.88558162247444,11.7954949385865,12.1458674213213,8.9565677270856,11.6219621718219,13.6264121823599,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,8.68336521190729,-3.88558162247444,-3.88558162247444,-3.88558162247444,10.1775395129761,-3.88558162247444,11.7258333027474,-3.88558162247444,6.86143240198101,-3.88558162247444,7.48198275411769,-3.88558162247444,-3.88558162247444,8.56606511821575,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,10.2955236794672,6.82105035999598,-3.88558162247444,-3.88558162247444,-3.88558162247444,8.47179909507036,-3.88558162247444,6.90024683323278,-3.88558162247444,7.38833764196804,-3.88558162247444,9.90677391519833,-3.88558162247444,-3.88558162247444,8.84602100588865,8.8767038847425,-3.88558162247444,-3.88558162247444,9.96822710784857,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,9.15576907698725,9.48915939557794,9.39197360683505,10.96533195251,7.65389813571704,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,8.28248277457001,-3.88558162247444,-3.88558162247444,12.0941574131739,7.00932268712624,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,9.31074014446812,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,8.00674556560088,-3.88558162247444,-3.88558162247444,7.73799931509426,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,-3.88558162247444,5.62197027216965,9.39264125959826,8.28724959827593,-3.88558162247444,-3.88558162247444
"CSM7KORS",-3.97307002723038,-3.97307002723038,6.17614414862021,-3.97307002723038,-3.97307002723038,6.01204359418569,-3.97307002723038,-3.97307002723038,11.8222013682666,-3.97307002723038,-3.97307002723038,-3.97307002723038,-3.97307002723038,-3.97307002723038,11.7244688572636,-3.97307002723038,-3.97307002723038,12.196738275173,12.0391339670397,11.1331406967209,-3.97307002723038,13.4655895803661,-3.97307002723038,-3.97307002723038,-3.97307002723038,-3.97307002723038,-3.97307002723038,-3.97307002723038,-3.97307002723038,-3.97307002723038,-3.97307002723038,-3.97307002723038,-3.97307002723038,-3.97307002723038,11.8904573216225,-3.97307002723038,10.8174268721349,-3.97307002723038,7.12132028753593,5.4003241311821,-3.97307002723038,-3.97307002723038,7.30743145613897,-3.97307002723038,-3.97307002723038,-3.97307002723038,6.44147312262579,-3.97307002723038,10.4456580803402,5.58729321260415,-3.97307002723038,-3.97307002723038,7.86787058521022,8.99665718954993,-3.97307002723038,6.51294036053276,-3.97307002723038,5.56520625034473,-3.97307002723038,8.58260611841054,-3.97307002723038,-3.97307002723038,6.89456465218924,7.60190022711137,-3.97307002723038,-3.97307002723038,5.36575150639434,-3.97307002723038,-3.97307002723038,-3.97307002723038,-3.97307002723038,-3.97307002723038,-3.97307002723038,-3.97307002723038,-3.97307002723038,-3.97307002723038,10.1536469726701,6.73131985210576,-3.97307002723038,-3.97307002723038,-3.97307002723038,-3.97307002723038,-3.97307002723038,-3.97307002723038,-3.97307002723038,5.38749905799249,-3.97307002723038,-3.97307002723038,11.6488391560567,10.2856451273184,-3.97307002723038,-3.97307002723038,-3.97307002723038,7.07878776365603,-3.97307002723038,-3.97307002723038,5.65209154777799,-3.97307002723038,7.96329797907866,-3.97307002723038,6.13950271936891,-3.97307002723038,-3.97307002723038,-3.97307002723038,-3.97307002723038,-3.97307002723038,-3.97307002723038,-3.97307002723038,5.39947422462065,5.34621443173498,3.89824117609302,6.22981816633671,-3.97307002723038,8.64977357377692,-3.97307002723038,7.719598673519,-3.97307002723038,-3.97307002723038,-3.97307002723038,-3.97307002723038,10.5396499492216,-3.97307002723038
