feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
s__Streptococcus_parasanguinis	diagnosis	UC	1.74298135762871	0.879496024276927	388	100	0.0502134188524806	0.293087371302203
s__Roseburia_hominis	diagnosis	CD	-1.94688627405282	0.981673363998223	388	240	0.0502867156340667	0.293087371302203
s__Ruminococcus_bromii	diagnosis	UC	-2.49030403935544	1.25773286779093	388	108	0.0504494655520185	0.293087371302203
s__Escherichia_coli	diagnosis	CD	2.47337309317349	1.24269688821179	388	188	0.0493583364778832	0.293087371302203
s__Haemophilus_sp_HMSC71H05	diagnosis	CD	1.35539011918986	0.677144890917213	388	76	0.0479267100452489	0.293087371302203
s__Alistipes_indistinctus	diagnosis	CD	1.65764850860933	0.851722799235245	388	72	0.0544199982517186	0.295077323853763
s__Clostridium_innocuum	diagnosis	CD	1.4370274435348	0.735894887105389	388	47	0.0536076771802175	0.295077323853763
s__Bilophila_wadsworthia	diagnosis	UC	-2.10924187646497	1.07769358192995	388	157	0.0530713046990913	0.295077323853763
s__Clostridium_lavalense	diagnosis	CD	1.59278982069182	0.834441399650936	388	87	0.0592674466771417	0.314375151939621
s__Collinsella_stercoris	diagnosis	CD	1.00938973447863	0.531886408530863	388	56	0.0605819542121273	0.314510570803384
s__Streptococcus_parasanguinis	diagnosis	CD	1.47465671857632	0.785864868408487	388	100	0.0635868356542142	0.316636487747516
s__Clostridium_symbiosum	diagnosis	UC	2.27461545269662	1.21030554899809	388	139	0.0630615316785492	0.316636487747516
s__Clostridium_symbiosum	diagnosis	CD	1.99454815517901	1.08712323112599	388	139	0.0695574462134651	0.33944033752171
s__Gemmiger_formicilis	diagnosis	UC	-1.75114541795494	0.960443051503792	388	120	0.0713269565654007	0.34125053729329
s__Eubacterium_sp_CAG_38	diagnosis	CD	-2.03983057389934	1.1344072622214	388	156	0.0752835277318669	0.353253476280298
s__Alistipes_putredinis	diagnosis	CD	-2.66459407378462	1.51023037520671	388	221	0.0807140029855588	0.354893784307964
s__Streptococcus_salivarius	diagnosis	UC	1.59598590362815	0.898725862240503	388	97	0.0787232487675839	0.354893784307964
s__Eubacterium_ventriosum	diagnosis	CD	-1.92241654151336	1.0776179055598	388	123	0.077463460545165	0.354893784307964
s__Blautia_obeum	diagnosis	UC	1.99127586479898	1.13157314154544	388	214	0.0814510324641229	0.354893784307964
s__Butyricimonas_synergistica	diagnosis	CD	-1.48432087044116	0.858790675163744	388	61	0.0870456535783279	0.366192059881241
s__Alistipes_finegoldii	diagnosis	CD	-2.27080106134689	1.31040786498981	388	224	0.086166392292645	0.366192059881241
s__Barnesiella_intestinihominis	diagnosis	UC	-2.66493079806705	1.55452945072406	388	118	0.0895364671703885	0.370286406602963
s__Streptococcus_salivarius	diagnosis	CD	1.35113233656566	0.803836830332258	388	97	0.0959464140063042	0.390182083625637
s__Bacteroides_eggerthii	diagnosis	CD	-1.87015629726403	1.14184585787973	388	52	0.104577873889472	0.398703144203612
s__Bacteroides_finegoldii	diagnosis	CD	-1.90418182869443	1.16007087141334	388	67	0.103835687995259	0.398703144203612
s__Clostridium_asparagiforme	diagnosis	CD	0.99636784439403	0.602979597458703	388	43	0.101821885000895	0.398703144203612
s__Firmicutes_bacterium_CAG_94	diagnosis	UC	1.64875289725753	0.994556774769267	388	64	0.100505660777153	0.398703144203612
s__Barnesiella_intestinihominis	diagnosis	CD	-2.28584132362582	1.40478509426653	388	118	0.106834252104778	0.401039346362553
s__Ruminococcaceae_bacterium_D16	diagnosis	UC	1.26557380302501	0.800151020456428	388	59	0.116874516239597	0.432081544885783
s__Clostridium_bolteae_CAG_59	diagnosis	UC	1.36024169892504	0.880293334191738	388	87	0.125353512470671	0.432203703550779
s__Intestinimonas_butyriciproducens	diagnosis	CD	1.49036849804565	0.983100662207813	388	99	0.132922634528324	0.432203703550779
s__Eisenbergiella_massiliensis	diagnosis	UC	1.71551651279125	1.12983061550751	388	103	0.132009860167696	0.432203703550779
s__Clostridium_bolteae	diagnosis	CD	1.71337580841531	1.12042280381416	388	193	0.129452655059066	0.432203703550779
s__Clostridium_clostridioforme	diagnosis	CD	1.6507206961722	1.08892567819871	388	87	0.132664132402231	0.432203703550779
s__Roseburia_hominis	diagnosis	UC	-1.70967632107593	1.0956608183388	388	240	0.121942754829656	0.432203703550779
s__Sellimonas_intestinalis	diagnosis	UC	1.13997049361787	0.751575869985555	388	43	0.132473440572821	0.432203703550779
s__Oscillibacter_sp_CAG_241	diagnosis	CD	-1.36103513498857	0.902393758288479	388	86	0.134620825696144	0.432203703550779
s__Anaerotruncus_colihominis	diagnosis	UC	-1.21556946115085	0.792949855602118	388	82	0.128565727708659	0.432203703550779
s__Veillonella_atypica	diagnosis	CD	1.41482030296801	0.932021995989994	388	93	0.13231603633786	0.432203703550779
s__Collinsella_intestinalis	diagnosis	CD	1.08515462979252	0.724987644792236	388	42	0.137627657959265	0.435924991809692
s__Eisenbergiella_massiliensis	diagnosis	CD	1.51332222572653	1.01556823513599	388	103	0.139353071152279	0.435924991809692
s__Bacteroides_fragilis	diagnosis	UC	2.54947144776586	1.72851957808233	388	185	0.14332616054441	0.437858394789068
s__Clostridium_lavalense	diagnosis	UC	1.36412953931836	0.929427458815859	388	87	0.145354631057027	0.437858394789068
s__Proteobacteria_bacterium_CAG_139	diagnosis	CD	1.80633230981053	1.23054927743368	388	176	0.145258308566947	0.437858394789068
s__Dorea_formicigenerans	diagnosis	CD	-1.44459117160804	0.998744262563762	388	200	0.151224665010491	0.449985588567802
s__Parabacteroides_goldsteinii	diagnosis	CD	-1.05279720935991	0.748466393273523	388	37	0.162610789945074	0.450875372120434
s__Lawsonibacter_asaccharolyticus	diagnosis	UC	-1.6426746196723	1.14827119780577	388	162	0.155651129114427	0.450875372120434
s__Clostridium_aldenense	diagnosis	CD	0.958228054469664	0.673113445802393	388	46	0.157611400913346	0.450875372120434
s__Ruminococcaceae_bacterium_D16	diagnosis	CD	1.01885668711531	0.719559165695667	388	59	0.159963706087594	0.450875372120434
s__Veillonella_atypica	diagnosis	UC	1.46377246813025	1.03887847302494	388	93	0.161989504855423	0.450875372120434
s__Veillonella_sp_T11011_6	diagnosis	CD	1.03611509073254	0.735275629662876	388	46	0.161861106385973	0.450875372120434
s__Blautia_sp_CAG_257	diagnosis	CD	1.15450685528941	0.838522980472496	388	54	0.171660463953937	0.470619698929894
s__Lachnospira_pectinoschiza	diagnosis	CD	-1.6135119331288	1.19527557471108	388	115	0.180170726850434	0.486371927256126
s__Roseburia_intestinalis	diagnosis	CD	-1.64052735101773	1.2184484682992	388	232	0.181392808935686	0.486371927256126
s__Turicimonas_muris	diagnosis	CD	1.37114552114188	1.02835287644607	388	152	0.185462804783836	0.491879612687566
s__Erysipelatoclostridium_ramosum	diagnosis	UC	1.28531285881797	0.982577382222069	388	65	0.193638011362823	0.506173519718765
s__Dialister_invisus	diagnosis	CD	1.66215929524858	1.27399437325061	388	152	0.195001273990016	0.506173519718765
s__Bacteroides_xylanisolvens	diagnosis	UC	-2.09459610490299	1.62199882065229	388	232	0.199507726081575	0.510452265837946
s__Eubacterium_siraeum	diagnosis	UC	-1.83206387007346	1.42947023973308	388	144	0.202925695845413	0.510452265837946
s__Ruminococcus_lactaris	diagnosis	CD	-1.50150284799238	1.16972342206393	388	105	0.202217053469688	0.510452265837946
s__Butyricimonas_virosa	diagnosis	UC	-1.32087367570115	1.07748649881262	388	85	0.223102530366331	0.531249776553955
s__Monoglobus_pectinilyticus	diagnosis	CD	-0.790068739786936	0.640926627775785	388	64	0.220789413313345	0.531249776553955
s__Eubacterium_eligens	diagnosis	UC	1.66628010707581	1.38588165943618	388	222	0.23206077378799	0.531249776553955
s__Anaerotignum_lactatifermentans	diagnosis	CD	1.19546654831672	0.996339465556035	388	75	0.233134609740347	0.531249776553955
s__Fusicatenibacter_saccharivorans	diagnosis	CD	-1.25118254006028	1.04120239714704	388	271	0.232270799339244	0.531249776553955
s__Agathobaculum_butyriciproducens	diagnosis	CD	-1.06315274685129	0.87711618406865	388	200	0.228418695582011	0.531249776553955
s__Anaeromassilibacillus_sp_An250	diagnosis	CD	0.922809141583692	0.742622155362573	388	92	0.217073385818389	0.531249776553955
s__Parasutterella_excrementihominis	diagnosis	UC	1.71894230849625	1.42947502527781	388	214	0.231957716142455	0.531249776553955
s__Sutterella_parvirubra	diagnosis	CD	1.20548000515112	1.00923415685419	388	80	0.235143343720603	0.531249776553955
s__Haemophilus_parainfluenzae	diagnosis	CD	1.28477954046858	1.02737651047278	388	154	0.213984782647175	0.531249776553955
s__Akkermansia_muciniphila	diagnosis	CD	-1.3378780474541	1.09212178889373	388	111	0.223508361969606	0.531249776553955
s__Bifidobacterium_pseudocatenulatum	diagnosis	CD	0.956878641524678	0.848917795096465	388	66	0.262349361874944	0.543689905753049
s__Eggerthella_lenta	diagnosis	UC	0.701696702722227	0.623253934298921	388	48	0.262932003601885	0.543689905753049
s__Bacteroides_ovatus	diagnosis	UC	1.53655010203384	1.31653680120515	388	306	0.245851085671138	0.543689905753049
s__Clostridium_citroniae	diagnosis	CD	0.818531333565086	0.717440918311994	388	82	0.256779342629734	0.543689905753049
s__Faecalibacterium_prausnitzii	diagnosis	CD	-0.864392708328564	0.754594421370594	388	352	0.254839152582812	0.543689905753049
s__Clostridium_leptum	diagnosis	CD	-1.15531526525397	1.00996908990657	388	151	0.255470246674415	0.543689905753049
s__Ruminococcus_bicirculans	diagnosis	UC	-1.48348672718417	1.31293958651995	388	157	0.261244741798186	0.543689905753049
s__Clostridium_spiroforme	diagnosis	UC	0.878746675946706	0.768096857616133	388	49	0.255207935884161	0.543689905753049
s__Firmicutes_bacterium_CAG_94	diagnosis	CD	1.0217310697416	0.894710426969769	388	64	0.256264133206092	0.543689905753049
s__Veillonella_parvula	diagnosis	CD	1.43829060127838	1.2410295528791	388	139	0.249227665163227	0.543689905753049
s__Intestinimonas_butyriciproducens	diagnosis	UC	1.21639233865815	1.09379890163201	388	99	0.268905137529916	0.551368517288231
s__Bacteroides_eggerthii	diagnosis	UC	-1.39253302295086	1.26306183713175	388	52	0.272853933265354	0.554802997639553
s__Veillonella_dispar	diagnosis	UC	1.29160414417109	1.17989995388285	388	108	0.276197140787589	0.556959523571667
s__Lachnospira_pectinoschiza	diagnosis	UC	-1.43989808460712	1.32937680154516	388	115	0.281355057352684	0.562710114705368
s__Bifidobacterium_longum	diagnosis	UC	1.41934872342266	1.34748194149558	388	218	0.294660657635965	0.584530085066468
s__Coprococcus_comes	diagnosis	CD	-1.19961284446362	1.14830835199179	388	208	0.29870168241035	0.587767826678431
s__Hungatella_hathewayi	diagnosis	CD	0.989621803282702	0.957080737085606	388	92	0.30357518012562	0.587924247915441
s__Fusicatenibacter_saccharivorans	diagnosis	UC	-1.19712102661606	1.15794449234063	388	271	0.303600226382564	0.587924247915441
s__Bifidobacterium_bifidum	diagnosis	CD	1.13271058737213	1.11386002708558	388	97	0.31159322037404	0.595755099664692
s__Monoglobus_pectinilyticus	diagnosis	UC	-0.727812975352021	0.716898701846689	388	64	0.312527265397871	0.595755099664692
s__Roseburia_faecis	diagnosis	UC	-1.43244524208538	1.44421058095576	388	229	0.323726750766578	0.612320365791046
s__Faecalibacterium_prausnitzii	diagnosis	UC	0.823789510211373	0.841246066589876	388	352	0.329837670075188	0.615029964232929
s__Haemophilus_parainfluenzae	diagnosis	UC	1.12153290358205	1.14644760791217	388	154	0.330200513584073	0.615029964232929
s__Bacteroides_stercoris	diagnosis	CD	-1.67250409119185	1.72079368953222	388	206	0.33339802525449	0.616281198197694
s__Oscillibacter_sp_CAG_241	diagnosis	UC	-0.951598442633829	1.00158196130884	388	86	0.344297989515235	0.631644431892611
s__Clostridium_asparagiforme	diagnosis	UC	0.630508902478399	0.672784526485302	388	43	0.351021770496306	0.634072433150812
s__Sellimonas_intestinalis	diagnosis	CD	0.628824184800409	0.674384260817284	388	43	0.35341742175619	0.634072433150812
s__Oscillibacter_sp_57_20	diagnosis	UC	-1.36710526384477	1.4635174512154	388	162	0.352474987424225	0.634072433150812
s__Veillonella_dispar	diagnosis	CD	0.97240665855013	1.06100621901853	388	108	0.361584894931821	0.643990615790981
s__Clostridium_leptum	diagnosis	UC	-1.01846882518061	1.12329459238132	388	151	0.366765455460286	0.648483848784854
s__Eubacterium_sp_CAG_38	diagnosis	UC	-1.13895298699192	1.26430471561449	388	156	0.369845421191976	0.649191896684667
s__Anaerostipes_hadrus	diagnosis	CD	-0.813599552734542	0.90793243022018	388	296	0.372487153835465	0.649191896684667
s__Eubacterium_rectale	diagnosis	CD	-0.973273009079	1.11301608834262	388	300	0.384113228165389	0.66470657923656
s__Holdemania_filiformis	diagnosis	UC	0.743682020339105	0.863078728770033	388	99	0.390973257270495	0.671813202633808
s__Bacteroides_caccae	diagnosis	CD	-1.26301888745913	1.54445495260074	388	243	0.415406688960107	0.675728214041775
s__Bacteroides_caccae	diagnosis	UC	-1.43946715833759	1.71015647748288	388	243	0.401912222731256	0.675728214041775
s__Coprobacter_fastidiosus	diagnosis	UC	-0.784752504423987	0.957141574644953	388	35	0.414267318790607	0.675728214041775
s__Parabacteroides_distasonis	diagnosis	CD	-1.09610720223571	1.31161748767572	388	281	0.40529406176171	0.675728214041775
s__Dorea_formicigenerans	diagnosis	UC	0.910693934093259	1.11100098042424	388	200	0.414307387769742	0.675728214041775
s__Clostridium_saccharolyticum	diagnosis	UC	0.827580877309067	0.98951315874715	388	62	0.404995118000385	0.675728214041775
s__Intestinibacter_bartlettii	diagnosis	CD	0.645431703324683	0.781342908064383	388	70	0.410628884235372	0.675728214041775
s__Veillonella_sp_T11011_6	diagnosis	UC	0.691992048757607	0.817568750252706	388	46	0.399283485686244	0.675728214041775
s__Anaerotignum_lactatifermentans	diagnosis	UC	0.897494227911512	1.10578669675576	388	75	0.418965836832376	0.677004398590065
s__Bifidobacterium_bifidum	diagnosis	UC	0.982847047713194	1.23356103214215	388	97	0.427422239875943	0.677946332235446
s__Coprobacter_fastidiosus	diagnosis	CD	0.671816462230698	0.864533805063352	388	35	0.438998034808198	0.677946332235446
s__Lactobacillus_rogosae	diagnosis	CD	0.508410989209733	0.647547164039101	388	58	0.434226771014182	0.677946332235446
s__Lawsonibacter_asaccharolyticus	diagnosis	CD	-0.808299178893643	1.03436853001151	388	162	0.436409809784109	0.677946332235446
s__Ruminococcus_gnavus	diagnosis	UC	1.13275802831035	1.44108952530195	388	194	0.433643944334105	0.677946332235446
s__Eisenbergiella_tayi	diagnosis	UC	-0.537409281391765	0.685346609825112	388	64	0.435028352277714	0.677946332235446
s__Ruthenibacterium_lactatiformans	diagnosis	CD	-0.761483495188705	0.976095886882968	388	222	0.437209757322305	0.677946332235446
s__Blautia_wexlerae	diagnosis	UC	0.792637548655184	1.06023269202117	388	247	0.456469756110721	0.700494468496956
s__Parabacteroides_goldsteinii	diagnosis	UC	-0.61435547411722	0.831722096408432	388	37	0.461792115485975	0.704232976116112
s__Bacteroides_massiliensis	diagnosis	CD	-0.986564225777476	1.36484858626544	388	103	0.471435441359358	0.714473588147102
s__Clostridium_citroniae	diagnosis	UC	-0.566973247298315	0.801249144217716	388	82	0.480859984067689	0.724258247608124
s__Collinsella_aerofaciens	diagnosis	CD	-0.790381597107446	1.13838671221072	388	216	0.489098131048265	0.730071825939244
s__Clostridium_innocuum	diagnosis	UC	0.567803647231876	0.820967051175292	388	47	0.490704014155885	0.730071825939244
s__Clostridium_aldenense	diagnosis	UC	0.501651797957091	0.749887437314204	388	46	0.504979741927213	0.746757921395393
s__Lactobacillus_rogosae	diagnosis	UC	-0.475472847960667	0.722540501864866	388	58	0.511961831895645	0.752522210738177
s__Bacteroides_faecis_CAG_32	diagnosis	CD	-0.657533794223885	1.01263949877195	388	46	0.51762623334522	0.755476344131496
s__Bacteroides_thetaiotaomicron	diagnosis	CD	-0.897010145216224	1.38992555675322	388	262	0.520164040221686	0.755476344131496
s__Bifidobacterium_longum	diagnosis	CD	0.743069924537022	1.21350585943915	388	218	0.541697211984236	0.765523926696025
s__Bacteroides_faecis_CAG_32	diagnosis	UC	-0.699619464677349	1.1206080654104	388	46	0.533837011867919	0.765523926696025
s__Parabacteroides_merdae	diagnosis	CD	-0.929975488758636	1.5021406846713	388	229	0.537250175408004	0.765523926696025
s__Clostridium_sp_CAG_58	diagnosis	CD	-0.678407020522653	1.11141995753538	388	168	0.542972172426445	0.765523926696025
s__Eubacterium_eligens	diagnosis	CD	-0.751653807982854	1.24667037922369	388	222	0.547944030680885	0.765523926696025
s__Clostridium_bolteae	diagnosis	UC	0.749625999755189	1.2468037730309	388	193	0.549043799884444	0.765523926696025
s__Roseburia_intestinalis	diagnosis	UC	0.83770275816821	1.35957842053069	388	232	0.539229890298417	0.765523926696025
s__Prevotella_copri	diagnosis	CD	-0.826732154065565	1.39434397832051	388	66	0.554606449392749	0.768886213930857
s__Prevotella_copri	diagnosis	UC	-0.898503526194111	1.54372291754729	388	66	0.561870482894022	0.774555919921703
s__Ruminococcus_lactaris	diagnosis	UC	-0.744721116139793	1.29513355055254	388	105	0.566552581739538	0.776622640137345
s__Roseburia_faecis	diagnosis	CD	-0.724544558093593	1.29612698763529	388	229	0.577477943690552	0.787176638326785
s__Bacteroides_cellulosilyticus	diagnosis	CD	-0.728381353939329	1.35606178536614	388	112	0.592358668894071	0.794293837336099
s__Bacteroides_cellulosilyticus	diagnosis	UC	-0.818807977272191	1.5014323795863	388	112	0.586702188750902	0.794293837336099
s__Bacteroides_dorei	diagnosis	UC	0.928103973653648	1.75931867257514	388	143	0.598975680614107	0.794293837336099
s__Bacteroides_vulgatus	diagnosis	UC	0.807140605848751	1.52404496234066	388	318	0.597530924941952	0.794293837336099
s__Oscillibacter_sp_57_20	diagnosis	CD	-0.699305306525624	1.31925918230976	388	162	0.597246373096553	0.794293837336099
s__Collinsella_aerofaciens	diagnosis	UC	-0.65128579989641	1.26247186422106	388	216	0.607054709508757	0.796449716674714
s__Butyricimonas_virosa	diagnosis	CD	-0.497099574139337	0.972553277816656	388	85	0.610393840238408	0.796449716674714
s__Veillonella_infantium	diagnosis	UC	0.509517448515985	0.996109295773614	388	74	0.610098444691114	0.796449716674714
s__Bifidobacterium_pseudocatenulatum	diagnosis	UC	0.45580517025557	0.943136706090182	388	66	0.629920899322604	0.817556911886784
s__Eubacterium_siraeum	diagnosis	CD	-0.61358895357916	1.28810126628706	388	144	0.634878652537764	0.819631699572563
s__Parabacteroides_distasonis	diagnosis	UC	0.667789367906304	1.45419632413045	388	281	0.647048812741811	0.826477553207741
s__Eubacterium_hallii	diagnosis	UC	0.455911864029882	1.01332591961437	388	215	0.653730195774975	0.826477553207741
s__Ruthenibacterium_lactatiformans	diagnosis	UC	-0.50180750750292	1.08814094857404	388	222	0.645683495803065	0.826477553207741
s__Escherichia_coli	diagnosis	UC	0.627466453598503	1.3867932331714	388	188	0.651912455071859	0.826477553207741
s__Bacteroides_faecis	diagnosis	UC	-0.62870821168063	1.45926467702252	388	78	0.667497057556528	0.830965724713228
s__Bacteroides_uniformis	diagnosis	UC	0.630909186838313	1.46234778593312	388	303	0.667053267657559	0.830965724713228
s__Intestinibacter_bartlettii	diagnosis	UC	-0.377052390407346	0.871168992298556	388	70	0.66600500023631	0.830965724713228
s__Veillonella_infantium	diagnosis	CD	0.363739719881259	0.896575303337297	388	74	0.685829122625026	0.849453329545717
s__Bacteroides_finegoldii	diagnosis	UC	-0.513961358321349	1.28454890257352	388	67	0.689916692558252	0.850200368607139
s__Alistipes_indistinctus	diagnosis	UC	-0.361266192556893	0.946475713596995	388	72	0.703475664957287	0.862553076631046
s__Bacteroides_massiliensis	diagnosis	UC	0.539584860776818	1.50976444674118	388	103	0.72152934413845	0.873714705593546
s__Paraprevotella_xylaniphila	diagnosis	CD	-0.336531364678753	0.960844111744406	388	44	0.72690198867004	0.873714705593546
s__Eubacterium_ramulus	diagnosis	UC	-0.342111835962019	0.973605847785819	388	107	0.726038314305369	0.873714705593546
s__Roseburia_inulinivorans	diagnosis	UC	-0.415211324119147	1.15628961093412	388	249	0.720304076083817	0.873714705593546
s__Hungatella_hathewayi	diagnosis	UC	-0.351243816654049	1.0659817918545	388	92	0.742431513363983	0.880040822156894
s__Coprococcus_comes	diagnosis	UC	-0.418848306191098	1.27386351737426	388	208	0.742985284280001	0.880040822156894
s__Anaerotruncus_colihominis	diagnosis	CD	0.238057346261934	0.709875661153235	388	82	0.738117505595562	0.880040822156894
s__Bifidobacterium_adolescentis	diagnosis	UC	-0.359196865530481	1.1696474584884	388	127	0.759395187980417	0.888047487167523
s__Eisenbergiella_tayi	diagnosis	CD	0.18686630849593	0.61150543582848	388	64	0.760663626303329	0.888047487167523
s__Acidaminococcus_intestini	diagnosis	UC	0.350258384686444	1.13653939095314	388	41	0.75856888391527	0.888047487167523
s__Blautia_obeum	diagnosis	CD	0.300508751118283	1.01651214343824	388	214	0.768131976095936	0.892496200797182
s__Bacteroides_faecis	diagnosis	CD	0.350214630399735	1.31938712092178	388	78	0.791212951122806	0.893261715405957
s__Bacteroides_ovatus	diagnosis	CD	0.338069895283003	1.18770145597031	388	306	0.776495939726834	0.893261715405957
s__Bacteroides_xylanisolvens	diagnosis	CD	0.375659553043287	1.46447663213457	388	232	0.798078089993847	0.893261715405957
s__Parabacteroides_merdae	diagnosis	UC	0.44315992419196	1.66285623978381	388	229	0.79039081551073	0.893261715405957
s__Eubacterium_ramulus	diagnosis	CD	-0.227646713461982	0.874344234746198	388	107	0.795134528682243	0.893261715405957
s__Dorea_longicatena	diagnosis	CD	-0.310596483199585	1.16964986282673	388	253	0.791124267814888	0.893261715405957
s__Phascolarctobacterium_faecium	diagnosis	CD	-0.336348256945784	1.27886221284811	388	115	0.793086444020036	0.893261715405957
s__Sutterella_parvirubra	diagnosis	UC	-0.315337391123203	1.11830394972746	388	80	0.77853899614816	0.893261715405957
s__Blautia_sp_CAG_257	diagnosis	UC	-0.233017722148264	0.930947782529967	388	54	0.802861799779506	0.894512690165295
s__Clostridium_clostridioforme	diagnosis	UC	-0.283148021988788	1.20809077336414	388	87	0.815159543332533	0.89732690263773
s__Eubacterium_rectale	diagnosis	UC	-0.28264177529836	1.23943280574296	388	300	0.820097947902516	0.89732690263773
s__Agathobaculum_butyriciproducens	diagnosis	UC	-0.227418347497821	0.979834013806977	388	200	0.81693323416704	0.89732690263773
s__Dialister_invisus	diagnosis	UC	0.338462371157953	1.41257266401934	388	152	0.811119251432485	0.89732690263773
s__Bacteroides_thetaiotaomicron	diagnosis	UC	0.267290421325752	1.54016440014794	388	262	0.862567217518605	0.928933341112209
s__Odoribacter_splanchnicus	diagnosis	CD	-0.231680146210388	1.35127087845331	388	205	0.864212575542916	0.928933341112209
s__Streptococcus_thermophilus	diagnosis	UC	-0.12273269627656	0.693635334019304	388	47	0.859915373073077	0.928933341112209
s__Parasutterella_excrementihominis	diagnosis	CD	0.231148966614383	1.28888798449742	388	214	0.858032580924231	0.928933341112209
s__Bacteroides_uniformis	diagnosis	CD	0.201150301311366	1.3193404201582	388	303	0.879124219025167	0.940050107053372
